,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex
8795,184092,2015,21.3989,2,3,5,7,1,3,1
8796,184093,2015,22.7338,1,8,7,5,3,4,1
8797,184094,2015,28.3232,2,3,2,4,1,1,1
8798,184095,2015,19.1511,2,6,5,4,1,3,1
8799,184096,2015,18.9541,1,4,4,3,1,1,1
8800,184097,2015,24.4531,2,3,2,7,2,3,1
8801,184098,2015,19.7751,2,1,3,4,2,1,1
8802,184099,2015,18.6055,2,5,1,4,1,4,1
8803,184100,2015,24.9114,1,4,3,1,3,1,1
8804,184101,2015,22.195,1,1,1,1,3,3,1
8805,184102,2015,17.3633,1,2,3,7,4,3,1
8806,184103,2015,25.5791,1,8,2,1,3,1,1
8807,184104,2015,22.7338,2,1,3,1,1,1,1
8808,184105,2015,18.4388,1,1,3,7,2,1,1
8809,184107,2015,19.6393,2,6,4,6,1,1,1
8810,184108,2015,28.3205,1,8,1,6,3,2,1
8811,184110,2015,24.1665,2,7,2,1,7,1,1
8812,184111,2015,28.2526,1,6,3,4,2,1,1
8813,184112,2015,38.57,2,3,2,5,2,3,1
8814,184113,2015,23.3721,1,6,7,7,2,2,1
8815,184114,2015,21.1611,1,7,2,2,2,3,1
8816,184115,2015,25.8255,1,8,1,1,3,2,1
8817,184116,2015,20.16,2,8,7,7,3,2,1
8818,184118,2015,25.0537,2,5,2,5,1,1,1
8819,184119,2015,25.0537,2,7,4,4,1,2,1
8820,184120,2015,20.8754,2,2,1,2,2,4,1
8821,184121,2015,17.415,2,1,1,6,2,1,1
8822,184124,2015,24.7484,2,7,6,7,1,1,1
8823,184125,2015,30.8246,1,8,2,7,2,1,1
8824,184126,2015,21.6832,2,3,5,4,1,1,1
8825,184127,2015,23.3721,2,8,6,3,1,2,1
8826,184129,2015,24.1579,1,8,1,1,1,3,1
8827,184130,2015,25.1142,1,4,2,7,1,1,1
8828,184131,2015,31.0738,2,8,2,6,1,1,1
8829,184132,2015,16.9297,2,5,2,2,3,3,1
8830,184133,2015,20.375,1,8,1,4,1,1,1
8831,184134,2015,24.1071,2,8,1,4,2,1,1
8832,184136,2015,21.0859,2,1,1,6,2,2,1
8833,184137,2015,27.1522,2,4,2,1,3,3,1
8834,184138,2015,27.4648,2,8,1,2,2,2,1
8835,184139,2015,40.4432,2,1,5,6,1,2,1
8836,184141,2015,35.871,1,2,5,1,3,3,1
8837,184142,2015,31.4145,2,1,3,2,1,3,1
8838,184143,2015,19.9927,1,1,1,7,3,4,1
8839,184144,2015,18.3143,1,3,1,7,1,2,1
8840,184145,2015,28.125,2,2,5,2,1,3,1
8841,184146,2015,22.195,2,3,3,6,1,3,1
8842,184147,2015,23.9219,2,6,1,2,3,1,1
8843,184148,2015,28.0615,1,8,5,7,2,2,1
8844,184149,2015,23.5185,1,5,2,1,1,3,1
8845,184150,2015,18.9507,1,5,3,1,1,3,1
8846,184151,2015,24.2507,2,5,5,3,1,1,1
8847,184152,2015,20.4048,2,6,4,6,3,3,1
8848,184154,2015,19.7033,1,3,2,7,2,2,1
8849,184155,2015,21.1446,2,6,6,7,2,3,1
8850,184156,2015,24.1911,2,6,6,2,2,3,1
8851,184157,2015,35.082,1,3,3,5,3,3,1
8852,184158,2015,29.6229,1,2,2,2,1,1,1
8853,184159,2015,21.8995,1,5,2,4,1,1,1
8854,184160,2015,22.2768,1,2,5,2,1,3,1
8855,184161,2015,24.0138,2,8,4,2,1,1,1
8856,184162,2015,19.9298,2,3,2,2,2,2,1
8857,184163,2015,26.9969,1,6,1,1,7,3,1
8858,184164,2015,18.9448,1,2,1,7,5,1,1
8859,184165,2015,23.7847,2,6,1,6,1,4,1
8860,184166,2015,30.832,1,8,3,4,1,1,1
8861,184167,2015,21.2169,2,3,3,1,2,1,1
8862,184168,2015,23.0379,1,4,4,1,3,1,1
8863,184169,2015,37.3819,1,4,3,1,3,3,1
8864,184170,2015,25.2006,2,4,6,5,2,2,1
8865,184171,2015,24.9917,1,8,5,2,7,3,1
8866,184173,2015,17.1123,2,2,3,2,2,4,1
8867,184175,2015,25.6088,1,6,4,7,1,4,1
8868,184176,2015,20.8936,2,1,5,5,1,1,1
8869,184177,2015,20.4863,2,5,1,3,1,1,1
8870,184178,2015,26.975,2,1,2,7,2,2,1
8871,184179,2015,24.8448,2,8,2,2,2,1,1
8872,184180,2015,22.6616,2,2,4,1,1,1,1
8873,184181,2015,27.1444,2,1,3,4,1,1,1
8874,184183,2015,21.51,2,1,7,3,7,1,1
8875,184184,2015,21.793,2,1,6,7,1,1,1
8876,184185,2015,21.1611,2,8,3,1,1,1,1
8877,184186,2015,21.3407,2,7,1,2,1,4,1
8878,184187,2015,23.9239,2,4,2,3,1,1,1
8879,184188,2015,20.1616,2,3,4,4,1,1,1
8880,184189,2015,25.0058,1,2,2,5,1,2,1
8881,184190,2015,19.6194,2,3,5,1,5,2,1
8882,184191,2015,33.3422,1,2,4,6,2,1,1
8883,184192,2015,35,1,6,3,7,4,1,1
8884,184193,2015,20.5711,1,8,5,2,1,1,1
8885,184194,2015,23.6996,2,7,2,1,1,1,1
8886,184195,2015,19.4922,1,1,2,7,3,1,1
8887,184196,2015,20.6094,2,6,2,7,3,1,1
8888,184197,2015,34.9629,1,1,2,3,5,3,1
8889,184198,2015,19.9408,1,2,5,4,3,3,1
8890,184200,2015,23.9239,2,4,2,7,1,1,1
8891,184201,2015,18.5849,1,8,1,1,1,1,1
8892,184202,2015,27.2178,1,6,1,1,2,3,1
8893,184203,2015,46.7773,1,1,5,2,3,3,1
8894,184205,2015,18.8283,2,4,4,1,1,1,1
8895,184207,2015,21.7107,2,1,3,3,1,1,1
8896,184208,2015,33.6641,2,4,1,4,1,1,1
8897,184209,2015,27.2812,1,6,2,6,1,1,1
8898,184210,2015,26.6593,2,8,2,1,2,4,1
8899,184211,2015,40.0263,2,3,4,1,1,1,1
8900,184213,2015,20.8936,2,1,5,4,2,2,1
8901,184214,2015,20.5547,2,5,5,7,2,3,1
8902,184215,2015,33.7514,2,1,3,3,1,1,1
8903,184216,2015,22.1484,1,2,7,7,1,4,1
8904,184217,2015,18.7716,1,1,2,7,3,1,1
8905,184218,2015,16.3913,2,2,1,3,1,4,1
8906,184219,2015,20.9913,1,2,1,7,1,4,1
8907,184220,2015,27.9961,2,5,3,7,3,4,1
8908,184221,2015,29.4454,1,1,1,1,3,3,1
8909,184222,2015,24.5453,1,1,4,1,2,1,1
8910,184223,2015,22.1778,2,4,3,3,1,1,1
8911,184224,2015,23.6004,2,3,2,2,1,3,1
8912,184225,2015,29.8314,1,5,4,1,5,3,1
8913,184227,2015,23.1822,2,2,5,4,1,2,1
8914,184228,2015,19.285,2,2,4,1,2,2,1
8915,184229,2015,28.1579,2,1,3,4,3,4,1
8916,184231,2015,23.9,1,8,2,3,2,1,1
8917,184232,2015,27.2344,2,6,1,4,2,3,1
8918,184233,2015,17.1875,2,1,1,5,1,4,1
8919,184235,2015,19.1589,1,2,1,4,1,1,1
8920,184236,2015,26.5781,1,7,2,7,3,3,1
8921,184237,2015,19.2932,1,6,4,7,1,1,1
8922,184238,2015,39.5635,1,2,3,1,2,1,1
8923,184239,2015,24.1065,1,6,1,3,1,2,1
8924,184240,2015,20.0893,1,4,3,4,2,1,1
8925,184241,2015,23.3242,2,8,4,2,1,1,1
8926,184242,2015,20.77,2,1,4,5,1,1,1
8927,184243,2015,19.4931,2,1,2,3,2,3,1
8928,184244,2015,19.415,1,8,3,5,1,3,1
8929,184245,2015,26.357,2,8,4,3,1,3,1
8930,184246,2015,43.9507,1,5,2,7,1,3,1
8931,184251,2015,18.0332,1,8,5,7,2,3,1
8932,184252,2015,28.9917,2,3,1,7,2,1,1
8933,184253,2015,19.9744,2,4,4,2,3,1,1
8934,184254,2015,20.8936,2,7,3,2,1,4,1
8935,184255,2015,33.2907,2,4,2,2,1,1,1
8936,184256,2015,18.1618,2,8,2,4,1,1,1
8937,184258,2015,24.8448,2,7,7,7,2,2,1
8938,184259,2015,25.7157,1,4,4,4,1,1,1
8939,184260,2015,47.0865,1,2,4,2,4,1,1
8940,184261,2015,21.793,2,5,6,3,1,1,1
8941,184262,2015,33.1251,2,3,1,1,2,2,1
8942,184263,2015,33.9871,1,3,4,5,1,1,1
8943,184264,2015,14.8519,1,1,4,1,2,1,1
8944,184265,2015,21.825,2,1,1,1,1,2,1
8945,184267,2015,26.6817,2,1,7,1,3,4,1
8946,184268,2015,22.9804,2,7,7,1,2,2,1
8947,184269,2015,24.1381,2,7,3,1,6,1,1
8948,184270,2015,25.9176,2,5,5,4,2,1,1
8949,184273,2015,21.7128,1,1,1,1,3,1,1
8950,184274,2015,33.1251,1,8,2,5,2,2,1
8951,184275,2015,27.0518,1,5,6,7,3,3,1
8952,184276,2015,20.4863,1,6,3,4,2,1,1
8953,184277,2015,23.1822,1,6,3,1,2,1,1
8954,184279,2015,18.4024,1,3,2,2,3,3,1
8955,184280,2015,21.326,2,6,5,3,1,2,1
8956,184281,2015,23.9,2,4,7,4,7,2,1
8957,184282,2015,24.9917,2,2,2,5,3,3,1
8958,184283,2015,21.9875,1,4,4,4,1,3,1
8959,184284,2015,19.9927,1,6,1,1,2,3,1
8960,184285,2015,30.8246,1,6,7,4,1,3,1
8961,184286,2015,24.2931,1,1,6,7,2,4,1
8962,184288,2015,22.2687,2,3,7,7,3,2,1
8963,184289,2015,28.3379,1,6,5,4,5,3,1
8964,184290,2015,20.1992,1,4,5,7,2,3,1
8965,184291,2015,18.1864,2,2,4,2,3,2,1
8966,184292,2015,24.6436,1,2,3,7,2,2,1
8967,184293,2015,29.0762,1,6,1,5,2,3,1
8968,184294,2015,18.9511,2,1,3,5,3,3,1
8969,184295,2015,31.6547,2,3,6,4,2,2,1
8970,184297,2015,20.8264,1,4,4,7,1,3,1
8971,184298,2015,27.6431,2,3,2,5,1,3,1
8972,184299,2015,19.633,2,6,3,7,3,3,1
8973,184300,2015,19.3278,2,2,4,4,2,3,1
8974,184301,2015,27.0949,2,3,3,4,2,4,1
8975,184302,2015,24.7544,1,4,2,7,2,3,1
8976,184304,2015,30.7763,1,1,3,7,1,3,1
8977,184306,2015,25,1,6,2,7,2,3,1
8978,184307,2015,29.0381,2,4,3,7,1,3,1
8979,184308,2015,27.1998,1,2,1,5,1,1,1
8980,184309,2015,20.5786,1,2,1,5,4,1,1
8981,184310,2015,19.3045,2,6,1,2,1,3,1
8982,184311,2015,27.3176,1,2,2,7,2,1,1
8983,184312,2015,27.0518,1,2,5,7,2,3,1
8984,184313,2015,21.8525,2,8,4,3,2,1,1
8985,184314,2015,23.5087,2,4,3,4,2,1,1
8986,184315,2015,25.8679,1,4,1,7,3,3,1
8987,184316,2015,19.4922,2,6,4,1,1,1,1
8988,184317,2015,18.9507,2,3,5,4,2,3,1
8989,184318,2015,30.3117,2,5,2,2,1,1,1
8990,184319,2015,18.0332,2,8,3,4,2,1,1
8991,184320,2015,18.5143,2,7,1,3,2,1,1
8992,184321,2015,19.5059,2,5,1,4,7,3,1
8993,184322,2015,21.8573,2,7,3,3,1,1,1
8994,184324,2015,21.8525,1,6,3,1,3,1,1
8995,184325,2015,24.8816,2,4,3,7,2,1,1
8996,184326,2015,22.1778,2,2,4,4,2,3,1
8997,184329,2015,18.4807,1,8,3,6,1,1,1
8998,184330,2015,21.1903,1,2,1,7,5,1,1
8999,184331,2015,14.8519,2,1,4,7,1,1,1
9000,184332,2015,21.0093,1,7,2,6,2,1,1
9001,184334,2015,23.9,2,2,2,6,4,2,1
9002,184335,2015,23.3242,1,1,1,3,2,4,1
9003,184336,2015,23.5867,2,4,3,6,2,3,1
9004,184337,2015,18.9507,2,2,6,7,3,3,1
9005,184338,2015,21.3689,1,5,2,7,3,3,1
9006,184339,2015,18.6055,2,8,3,1,1,1,1
9007,184340,2015,20.9917,2,1,3,1,2,1,1
9008,184343,2015,20.9785,1,5,3,5,1,3,1
9009,184344,2015,22.6556,2,5,4,5,2,3,1
9010,184347,2015,16.8757,2,8,5,3,2,4,1
9011,184348,2015,26.6593,1,2,3,7,1,1,1
9012,184349,2015,17.0351,2,3,4,5,3,1,1
9013,184350,2015,22.129,2,5,2,1,2,4,1
9014,184351,2015,23.9239,1,3,1,6,2,1,1
9015,184352,2015,20.0893,2,4,3,4,1,1,1
9016,184353,2015,22.2171,2,3,2,4,1,1,1
9017,184354,2015,21.1713,1,5,7,7,5,1,1
9018,184355,2015,18.4807,2,5,3,3,1,1,1
9019,184356,2015,21,2,6,3,2,1,1,1
9020,184357,2015,21.8255,2,7,2,4,1,1,1
9021,184359,2015,21.3407,1,3,2,3,1,1,1
9022,184360,2015,19.6194,2,7,3,4,1,1,1
9023,184361,2015,26.29,1,1,5,7,5,1,1
9024,184362,2015,28.4198,2,2,3,5,1,1,1
9025,184363,2015,23.5494,2,8,6,5,3,1,1
9026,184364,2015,21.6897,2,5,2,4,1,2,1
9027,184366,2015,27.6835,1,6,4,7,2,3,1
9028,184367,2015,22.4986,2,2,1,7,3,3,1
9029,184368,2015,23.3029,1,2,4,1,2,1,1
9030,184369,2015,24.4922,2,8,2,5,1,1,1
9031,184370,2015,21.5234,1,1,5,6,1,3,1
9032,184371,2015,25.7643,2,1,2,4,3,1,1
9033,184372,2015,29.9908,2,4,6,5,4,1,1
9034,184374,2015,20.7581,1,6,4,3,2,1,1
9035,184375,2015,17.8945,1,1,5,4,2,4,1
9036,184378,2015,19.6194,2,8,4,5,1,1,1
9037,184380,2015,22.5375,1,1,7,7,4,1,1
9038,184381,2015,17.1875,2,8,3,2,2,1,1
9039,184382,2015,21.326,1,1,4,4,3,3,1
9040,184383,2015,18.7716,1,3,2,2,3,3,1
9041,184384,2015,27.3757,2,7,3,4,1,1,1
9042,184385,2015,20.16,2,1,2,1,2,2,1
9043,184387,2015,24.1696,2,5,6,2,3,1,1
9044,184389,2015,23.5547,2,1,3,7,4,3,1
9045,184390,2015,19.1589,2,6,1,5,2,1,1
9046,184391,2015,18.6119,1,8,3,1,2,1,1
9047,184392,2015,20.2457,2,1,4,7,3,3,1
9048,184393,2015,20.77,2,4,4,2,1,3,1
9049,184394,2015,19.9298,1,3,5,5,2,1,1
9050,184395,2015,28.2844,2,3,4,1,2,3,1
9051,184396,2015,19.9408,2,1,7,7,3,4,1
9052,184397,2015,16.481,2,4,4,2,2,2,1
9053,184398,2015,19.2555,1,1,3,5,1,1,1
9054,184400,2015,19.805,1,4,3,1,2,1,1
9055,184401,2015,20.4863,1,5,4,1,3,4,1
9056,184402,2015,30.3623,1,6,3,3,2,3,1
9057,184403,2015,28.125,1,4,2,7,2,1,1
9058,184404,2015,48.8784,2,2,2,1,4,1,1
9059,184405,2015,20.1577,2,4,1,7,2,1,1
9060,184406,2015,20.77,2,7,5,4,3,3,1
9061,184407,2015,38.6556,1,6,5,5,2,1,1
9062,184408,2015,24.1579,1,3,5,1,3,1,1
9063,184409,2015,16.6612,2,8,7,7,2,3,1
9064,184410,2015,19.4464,1,4,1,6,2,1,1
9065,184411,2015,18.4807,2,8,7,1,2,3,1
9066,184413,2015,23.7307,1,1,6,7,3,1,1
9067,184414,2015,33.2622,2,2,2,7,3,1,1
9068,184415,2015,25.2663,2,3,6,1,2,4,1
9069,184416,2015,28.1682,2,5,6,3,4,1,1
9070,184417,2015,20.4117,1,5,3,5,2,1,1
9071,184419,2015,19.2591,2,8,4,4,1,1,1
9072,184421,2015,20.3913,2,4,3,1,2,1,1
9073,184422,2015,21.1611,1,7,1,4,1,3,1
9074,184423,2015,25.4901,1,8,2,1,1,1,1
9075,184424,2015,21.5733,1,1,1,6,2,3,1
9076,184425,2015,21.9723,2,4,1,4,1,3,1
9077,184426,2015,23.9,2,4,4,7,2,1,1
9078,184427,2015,21.1903,1,6,3,5,2,1,1
9079,184428,2015,21.7107,1,8,2,7,4,1,1
9080,184429,2015,34.1451,2,3,4,1,2,3,1
9081,184432,2015,20.0074,2,6,2,2,1,1,1
9082,184433,2015,22.4986,2,6,6,7,2,1,1
9083,184434,2015,19.3233,2,8,4,1,1,1,1
9084,184435,2015,23.003,1,7,3,4,1,4,1
9085,184436,2015,25.7157,1,3,4,6,2,3,1
9086,184439,2015,20.7305,2,6,3,1,3,1,1
9087,184440,2015,21.7107,1,8,1,1,2,3,1
9088,184441,2015,27.3207,2,4,1,7,2,3,1
9089,184442,2015,20.8936,2,8,2,1,1,1,1
9090,184444,2015,18.8803,2,3,2,7,2,2,1
9091,184445,2015,22.494,1,4,2,1,1,2,1
9092,184447,2015,28.9293,2,6,4,7,3,2,1
9093,184448,2015,23.5587,1,5,4,4,1,1,1
9094,184449,2015,37.6063,1,3,2,6,2,4,1
9095,184450,2015,18.0964,1,5,3,7,1,4,1
9096,184451,2015,21.1903,1,3,7,7,2,1,1
9097,184452,2015,30.2139,2,4,7,4,3,3,1
9098,184453,2015,19.8438,2,5,5,3,3,2,1
9099,184454,2015,32.9619,2,1,2,1,2,3,1
9100,184455,2015,24.1579,2,3,5,3,3,3,1
9101,184456,2015,18.0484,2,6,5,3,2,1,1
9102,184458,2015,21.0859,2,1,7,7,7,2,1
9103,184459,2015,18.8803,2,8,4,1,2,3,1
9104,184461,2015,18.4807,2,3,5,6,1,1,1
9105,184462,2015,21.4746,1,1,3,1,2,2,1
9106,184463,2015,22.4986,1,6,5,1,2,3,1
9107,184464,2015,23.6584,2,8,7,5,3,4,1
9108,184465,2015,17.2664,2,1,2,1,1,4,1
9109,184466,2015,21.0093,1,3,2,4,3,2,1
9110,184467,2015,18.6505,2,5,4,2,1,1,1
9111,184468,2015,28.3516,2,4,1,1,2,2,1
9112,184469,2015,32.0957,1,5,1,4,2,2,1
9113,184470,2015,18.3143,2,6,4,1,2,2,1
9114,184471,2015,21.1689,2,1,2,7,1,1,1
9115,184472,2015,25.6088,2,8,2,7,2,2,1
9116,184473,2015,21.1788,1,8,2,2,3,2,1
9117,184475,2015,17.737,2,5,5,6,1,1,1
9118,184476,2015,27.6036,2,7,3,5,1,1,1
9119,184477,2015,21.6978,2,6,2,3,2,1,1
9120,184478,2015,20.0125,2,4,4,5,1,1,1
9121,184479,2015,17.8927,2,6,2,3,2,1,1
9122,184480,2015,42.106,2,1,1,5,1,1,1
9123,184481,2015,20.375,1,6,3,7,1,1,1
9124,184482,2015,18.9936,2,7,2,3,1,1,1
9125,184483,2015,21.0093,2,5,1,4,1,1,1
9126,184484,2015,39.7501,1,6,7,1,7,2,1
9127,184485,2015,19.7669,2,6,2,1,2,3,1
9128,184486,2015,22.9936,1,4,3,7,2,1,1
9129,184487,2015,20.4048,1,4,2,4,1,1,1
9130,184488,2015,29.8769,1,8,3,1,1,1,1
9131,184489,2015,20.0893,2,6,5,4,1,1,1
9132,184490,2015,24.6436,1,6,2,2,1,1,1
9133,184491,2015,36.7044,2,1,1,2,1,1,1
9134,184492,2015,24.2425,2,5,1,1,2,1,1
9135,184493,2015,19.285,2,4,3,7,1,1,1
9136,184494,2015,33.7514,1,4,1,1,1,1,1
9137,184495,2015,40.6538,2,2,5,4,1,1,1
9138,184496,2015,28.7232,1,8,3,1,1,1,1
9139,184497,2015,28.3516,2,3,5,1,1,3,1
9140,184498,2015,28.5245,2,8,2,1,2,3,1
9141,184499,2015,24.8047,1,1,1,7,2,3,1
9142,184500,2015,20.375,1,8,1,1,3,1,1
9143,184501,2015,22.1484,1,1,3,4,2,3,1
9144,184502,2015,19.2591,1,3,4,7,1,3,1
9145,184505,2015,28.125,2,7,2,5,1,1,1
9146,184506,2015,29.3492,1,3,2,1,2,1,1
9147,184507,2015,23.1434,1,6,1,7,3,4,1
9148,184508,2015,22.6556,1,5,2,4,1,1,1
9149,184509,2015,21.7128,1,4,3,2,2,4,1
9150,184510,2015,19.6584,1,5,2,4,2,1,1
9151,184511,2015,22.2794,2,1,3,6,1,1,1
9152,184512,2015,20.1992,2,4,5,1,2,1,1
9153,184513,2015,28.3232,2,6,1,3,1,3,1
9154,184515,2015,21.2169,2,1,1,7,1,1,1
9155,184516,2015,18.3287,1,7,5,1,4,1,1
9156,184517,2015,19.9927,1,1,1,1,2,3,1
9157,184518,2015,34.4876,1,3,1,4,2,3,1
9158,184519,2015,22.6556,2,3,5,3,3,3,1
9159,184520,2015,19.7669,2,6,3,2,1,1,1
9160,184521,2015,19.9927,2,3,2,5,1,1,1
9161,184522,2015,22.2593,1,8,1,1,1,1,1
9162,184523,2015,24.8047,2,5,4,7,1,1,1
9163,184524,2015,27.3757,1,4,6,4,2,1,1
9164,184525,2015,23.3721,1,6,2,7,2,1,1
9165,184526,2015,19.7033,2,5,5,1,1,1,1
9166,184527,2015,21.5349,2,8,1,1,1,1,1
9167,184528,2015,39.5635,1,4,2,7,3,1,1
9168,184529,2015,24.4376,2,8,2,6,1,1,1
9169,184530,2015,21.1903,2,6,1,1,2,1,1
9170,184531,2015,21.6172,1,1,3,6,1,1,1
9171,184532,2015,23.1855,1,3,7,2,3,2,1
9172,184533,2015,18.5849,1,5,4,7,2,3,1
9173,184534,2015,21.7107,2,6,7,1,6,1,1
9174,184535,2015,24.1911,1,4,4,4,3,1,1
9175,184536,2015,18.0332,2,5,5,3,1,1,1
9176,184537,2015,19.4464,2,4,5,7,3,3,1
9177,184542,2015,20.5644,1,1,3,7,2,3,1
9178,184543,2015,33.1251,2,1,4,7,1,3,1
9179,184544,2015,19.8438,2,6,2,1,2,1,1
9180,184545,2015,24.9114,1,2,4,4,1,4,1
9181,184546,2015,38.3214,2,3,1,4,1,3,1
9182,184547,2015,20.8754,1,1,1,7,2,3,1
9183,184548,2015,21.6602,1,4,5,5,2,3,1
9184,184549,2015,22.1484,1,6,3,3,1,3,1
9185,184550,2015,32.9619,2,1,1,7,2,1,1
9186,184551,2015,27.8783,2,4,2,1,2,3,1
9187,184552,2015,18.8114,2,3,5,5,1,1,1
9188,184553,2015,24.7993,2,5,4,1,2,3,1
9189,184554,2015,21.598,2,8,3,5,3,4,1
9190,184555,2015,27.2812,1,3,4,7,1,3,1
9191,184556,2015,25.7617,2,3,2,7,2,3,1
9192,184557,2015,18.5143,2,6,2,3,1,3,1
9193,184558,2015,26.5781,1,4,2,7,5,3,1
9194,184559,2015,21.9945,1,6,5,4,3,1,1
9195,184560,2015,27.9988,1,1,1,1,3,3,1
9196,184563,2015,20.4863,1,8,3,1,2,3,1
9197,184565,2015,28.3516,1,7,4,6,3,3,1
9198,184566,2015,28.3516,1,5,1,6,3,3,1
9199,184567,2015,24.2931,1,4,2,5,3,1,1
9200,184568,2015,20.6612,1,5,1,4,1,1,1
9201,184570,2015,23.0343,2,7,5,6,1,2,1
9202,184571,2015,23.7422,2,1,4,5,2,3,1
9203,184572,2015,23.9239,2,3,7,5,1,3,1
9204,184573,2015,21.5303,2,8,6,6,3,3,1
9205,184574,2015,24.5453,2,5,4,2,3,3,1
9206,184575,2015,23.908,2,6,4,7,1,1,1
9207,184576,2015,25.1602,2,3,5,4,1,3,1
9208,184577,2015,25.8647,1,8,2,1,2,1,1
9209,184578,2015,19.633,1,3,1,6,1,1,1
9210,184579,2015,14.9936,1,4,3,7,2,3,1
9211,184580,2015,23.1434,1,8,1,1,7,3,1
9212,184581,2015,21.9727,1,3,4,2,3,3,1
9213,184582,2015,19.7669,1,8,4,4,2,3,1
9214,184583,2015,17.3633,2,4,5,4,3,3,1
9215,184584,2015,20.9644,2,6,7,7,1,3,1
9216,184585,2015,25.7617,2,5,5,7,3,2,1
9217,184586,2015,31.4145,1,5,3,1,3,3,1
9218,184588,2015,25.8255,2,6,4,3,2,3,1
9219,184590,2015,22.2687,2,1,5,1,2,3,1
9220,184591,2015,20.9785,2,8,4,5,2,3,1
9221,184592,2015,20.8936,2,6,1,5,3,2,1
9222,184593,2015,24.6582,2,1,7,7,7,4,1
9223,184594,2015,22.9936,1,2,2,7,3,3,1
9224,184595,2015,18.6593,2,6,5,7,2,3,1
9225,184596,2015,21.1611,1,6,4,1,2,3,1
9226,184598,2015,21.2617,1,1,4,7,1,3,1
9227,184600,2015,28.1682,2,1,4,7,3,3,1
9228,184601,2015,20.1992,1,3,5,5,2,3,1
9229,184602,2015,23.3242,2,8,1,5,2,3,1
9230,184603,2015,24.4531,1,7,7,5,7,3,1
9231,184604,2015,22.9804,2,8,5,3,2,4,1
9232,184605,2015,21.8525,1,3,6,7,4,3,1
9233,184606,2015,38.4106,2,1,2,7,2,3,1
9234,184607,2015,30.8246,2,1,4,7,3,3,1
9235,184608,2015,24.924,1,4,5,1,3,3,1
9236,184609,2015,18.4024,1,1,5,7,2,3,1
9237,184611,2015,20.6094,2,8,2,3,2,3,1
9238,184612,2015,23.9526,1,1,1,5,4,3,1
9239,184613,2015,21,2,6,2,4,1,1,1
9240,184614,2015,22.5375,2,4,4,1,3,1,1
9241,184616,2015,21.3407,2,6,7,7,3,4,1
9242,184617,2015,33.6067,1,1,2,4,3,3,1
9243,184618,2015,22.97,2,1,5,7,5,3,1
9244,184619,2015,35.3402,1,8,7,7,2,3,1
9245,184620,2015,21.1611,2,8,5,7,2,2,1
9246,184621,2015,24.1071,2,3,3,7,1,3,1
9247,184622,2015,22.847,2,4,1,1,1,1,1
9248,184624,2015,27.2812,2,1,2,7,3,1,1
9249,184625,2015,31.4954,1,6,1,1,3,1,1
9250,184626,2015,23.2216,1,1,5,5,3,3,1
9251,184627,2015,20.8936,1,7,2,6,2,1,1
9252,184628,2015,33.0406,2,3,5,5,1,1,1
9253,184629,2015,18.4807,1,3,1,5,3,1,1
9254,184632,2015,22.494,2,7,1,7,1,1,1
9255,184633,2015,21.2169,2,3,5,1,1,1,1
9256,184634,2015,21.2617,2,8,3,1,1,1,1
9257,184635,2015,20.4863,2,7,3,4,1,1,1
9258,184636,2015,24.1696,1,1,1,7,2,4,1
9259,184637,2015,19.7033,2,8,1,1,2,4,1
9260,184638,2015,24.1579,1,3,3,1,3,1,1
9261,184639,2015,28.2526,1,8,6,6,2,1,1
9262,184640,2015,20.796,1,5,4,4,3,1,1
9263,184641,2015,25.1142,2,6,4,5,1,1,1
9264,184642,2015,25.7617,1,6,4,7,1,3,1
9265,184643,2015,26.5062,2,5,7,6,2,1,1
9266,184644,2015,20.796,1,5,4,4,2,1,1
9267,184645,2015,21.7107,1,7,6,6,4,3,1
9268,184646,2015,17.1123,1,2,3,6,3,1,1
9269,184647,2015,28.3205,1,3,6,7,3,1,1
9270,184648,2015,21.1446,1,2,2,5,2,4,1
9271,184649,2015,21.3361,1,6,6,7,3,4,1
9272,184650,2015,20.4922,2,1,1,5,1,1,1
9273,184651,2015,23.7847,2,5,4,4,1,1,1
9274,184653,2015,24.3287,2,3,4,3,1,1,1
9275,184654,2015,32.2041,1,6,7,3,1,3,1
9276,184655,2015,25.6088,2,2,4,1,1,3,1
9277,184656,2015,21.598,2,6,4,1,2,4,1
9278,184657,2015,20.4863,1,7,4,1,2,3,1
9279,184660,2015,24.3287,2,3,2,2,2,1,1
9280,184661,2015,27.3207,2,4,3,3,1,1,1
9281,184662,2015,23.5664,2,4,1,1,3,1,1
9282,184663,2015,25.6566,2,6,6,7,2,1,1
9283,184664,2015,23.9239,2,6,2,5,2,3,1
9284,184665,2015,28.4669,2,5,3,5,2,1,1
9285,184666,2015,27.6036,1,6,1,1,3,3,1
9286,184667,2015,21.825,1,5,1,7,2,1,1
9287,184668,2015,18.4807,2,8,4,6,3,2,1
9288,184669,2015,17.179,1,7,2,4,3,1,1
9289,184670,2015,20.1438,1,8,2,7,1,1,1
9290,184671,2015,26.9336,1,8,2,5,1,3,1
9291,184672,2015,15.5938,2,6,5,5,2,1,1
9292,184673,2015,23.9,1,4,5,3,1,1,1
9293,184674,2015,21.3407,2,8,7,4,3,1,1
9294,184675,2015,16.8264,1,1,4,7,3,1,1
